time,ShortWave,LongWave,AirTemp,RelHum,WindSpeed,Rain,Snow
1979-01-01 00:00:00,0,195.364004516602,-27.3320007324219,79.6307314102209,3.6284914333524,0,0
1979-01-02 00:00:00,44.1215413411458,189.727917353312,-24.2937492370605,82.6205865410367,4.79040981633759,0,0
1979-01-03 00:00:00,36.4585417111715,206.046664555868,-20.9341676076253,78.9598419602009,6.59407493182895,0,0
1979-01-04 00:00:00,60.3689165115356,176.620416005452,-24.3941679636637,79.9461458539235,5.58167104897083,0,0
1979-01-05 00:00:00,76.7700827916463,162.877082824707,-24.4791664123535,80.6291609019053,6.44893413005003,0,0
1979-01-06 00:00:00,55.8072916666667,218.617081960042,-18.1366650899251,82.2722958027748,5.4324412685435,0,0
1979-01-07 00:00:00,60.4214172363281,194.298750559489,-20.0425011952718,76.4362257632831,4.18516379740559,0,9.0000000782311e-05
1979-01-08 00:00:00,32.1062911351522,219.360834757487,-17.8304167429606,83.5299285282108,6.05199172227358,0,0.00170399998314679
1979-01-09 00:00:00,65.3945840199788,191.828749974569,-21.2245830535888,79.7160765223919,4.01656221906121,0,0
1979-01-10 00:00:00,66.6894162495931,183.800835291545,-23.694999440511,79.0829200886046,3.56090226274343,0,0
1979-01-11 00:00:00,70.8618342081706,162.924167315165,-24.1791671752929,78.8856602245137,3.1756841908218,0,0
1979-01-12 00:00:00,47.5064167976379,204.11458269755,-21.1412497202555,82.9183110180894,2.49982425423084,0,0
1979-01-13 00:00:00,81.2959168752034,146.802083333333,-25.7304169972737,80.1557921121933,3.71774470194478,0,0
1979-01-14 00:00:00,74.6659574508667,159.878748257955,-27.9508327484131,78.9959618538151,5.3924290146511,0,0
1979-01-15 00:00:00,83.8045829137166,142.05583190918,-26.2162492116292,81.8866128255847,3.21732103575584,0,0.000176999997347593
1979-01-16 00:00:00,71.7172918319702,192.1820824941,-24.4070845286051,79.8833927107519,3.52921287141884,0,0.0267310000956058
1979-01-17 00:00:00,81.739751180013,209.322916666667,-17.1312501271566,82.8342885609894,2.51280007713091,0,0.031468000235036
1979-01-18 00:00:00,84.5834159851074,190.659583409627,-18.2670838673909,84.3362165273005,4.42484061012683,0,0.00564599987643305
1979-01-19 00:00:00,45.4427913029989,282.015829722087,-8.31250101725258,89.6681757146723,3.6848619021535,0,0.0558689999926719
1979-01-20 00:00:00,59.6832494735718,278.138749440511,-6.42124913533526,89.8463069545386,2.72053387854428,0,0.0199399997293949
1979-01-21 00:00:00,66.5561256408691,260.72083346049,-8.13291397094724,91.5329617025816,3.43483327261367,0,0.00388499990105629
1979-01-22 00:00:00,73.4687093098958,236.399583816528,-12.524584197998,87.6833080321088,3.50364935689487,0,3.60000017099082e-05
1979-01-23 00:00:00,76.8657077153524,195.354165395101,-19.1679169972737,83.5257952941551,3.29114586948476,0,0
1979-01-24 00:00:00,95.2387097676595,168.222915013631,-20.3224999745687,73.4800175109549,2.82597138760091,0,0
1979-01-25 00:00:00,72.4104990015427,238.017918904622,-15.9687491099039,85.2079626288344,3.27839757904305,0,0
1979-01-26 00:00:00,69.7699998021126,265.622086207072,-10.0504135131836,87.1359574476138,2.88198935441552,0,0.00862999996170402
1979-01-27 00:00:00,73.6900835142781,260.877081553141,-11.0258341471354,86.5332919905601,4.67559729116134,0,0.0137089998554438
1979-01-28 00:00:00,27.5569584916035,256.318332036336,-11.7541666666666,87.9771689884672,4.07127309265556,0,0.0122210001572967
1979-01-29 00:00:00,29.3974170386791,253.29625193278,-12.3525019327799,87.7361170893632,2.82977131649507,0,0.00343799997121096
1979-01-30 00:00:00,59.9642502466838,245.11125310262,-13.2970845540364,85.439404565398,3.08774779485003,0,0
1979-01-31 00:00:00,63.6059578061104,234.702082951864,-15.6979170481364,84.6565029923189,2.69665014792159,0,0
1979-02-01 00:00:00,93.8599160114924,219.018334706624,-15.0637484232584,77.8969877710448,3.52107431450311,0,0
1979-02-02 00:00:00,47.730458120505,229.814582188924,-16.8516671498616,82.1786709030054,2.65928282928616,0,0.0048819999396801
1979-02-03 00:00:00,36.7984583377838,211.364584604899,-20.5583347320556,76.1655086916383,4.82182149033906,0,0
1979-02-04 00:00:00,105.28929122289,161.386252085368,-26.2049983978271,79.43862136993,4.48195568292929,0,0.000113000002456829
1979-02-05 00:00:00,91.9437912305196,217.585415522257,-22.9862496693929,79.8340740017031,4.90835460024749,0,0.000863999980501831
1979-02-06 00:00:00,58.9662500619888,228.01958211263,-17.3437516530355,81.9626159014924,4.35036861344137,0,0.000657999999821186
1979-02-07 00:00:00,93.6285835901896,185.762081782023,-22.9466658274332,80.9308914201417,3.4089712803234,0,0
1979-02-08 00:00:00,118.274751345317,156.420832316081,-24.5179167429606,77.905686454085,2.72075758657528,0,0
1979-02-09 00:00:00,85.1365003585815,182.914167404175,-23.763748550415,79.9183989556383,3.2278108312264,0,0.0282209998369217
1979-02-10 00:00:00,54.2264164288839,226.689163843791,-22.0620826721191,81.0670625474635,4.33583267619269,0,0.000632000033947406
1979-02-11 00:00:00,91.7601240475972,239.991664250692,-16.1641671498616,82.35041232982,2.83330670127829,0,0.0143849999863596
1979-02-12 00:00:00,70.1373744805654,223.903332392375,-18.817916615804,83.1978252590354,2.04343938033211,0,0.00446199999190867
1979-02-13 00:00:00,87.0634578069051,234.958332061768,-16.624583307902,84.5274219889719,4.01758667008978,0,0.0284670001280028
1979-02-14 00:00:00,122.272125085195,234.602082570394,-9.87583262125649,89.0718024325537,3.32955254767403,0,3.89999992330559e-05
