"DateTime","Depth","Observed_temp","Modeled_temp"
1992-02-26,4.9999392,1.75,2.13952649084201
1992-02-26,5.99992704,2,2.13952649084201
1992-02-26,6.99991488,1.75,2.13952649084201
1992-02-26,7.99990272,2.25,2.13952649084201
1992-02-26,8.99989056,3,2.13952649084201
1992-02-26,9.9998784,3.75,2.13952649084201
1992-03-17,0,1.94,1.16850172964023
1992-03-17,0.99998784,1.53,2.37463056022602
1992-03-17,1.99997568,1.65,2.50890007231515
1992-03-17,2.99996352,1.85,2.50890007231515
1992-03-17,3.99995136,1.65,2.50890007231515
1992-03-17,4.9999392,1.7,2.50890007231515
1992-03-17,6.99991488,2.46,2.50890007231515
1992-03-17,7.99990272,3.35,2.50890007231515
1992-03-17,8.99989056,4.18,2.50890007231515
1992-03-18,0,1.7,1.30759404660454
1992-03-18,0.99998784,1.63,2.41195802991191
1992-03-18,1.99997568,1.73,2.54332731622306
1992-03-18,2.99996352,1.67,2.54332731622306
1992-03-18,3.99995136,1.7,2.54332731622306
1992-03-18,4.9999392,1.7,2.54332731622306
1992-03-18,5.99992704,2.56,2.54332731622306
1992-03-18,6.99991488,2.43,2.54332731622306
1992-03-18,7.99990272,3.1,2.54332731622306
1992-03-18,8.99989056,4.21,2.54332731622306
1992-03-18,9.9998784,4.51,2.54332731622306
1992-03-19,0,1.07,1.40872527272971
1992-03-19,0.99998784,1.7,2.4469220229254
1992-03-19,1.99997568,2.06,2.57561450650936
1992-03-19,2.99996352,2.13,2.57561450650936
1992-03-19,3.99995136,2.24,2.57561450650936
1992-03-19,4.9999392,2.24,2.57561450650936
1992-03-19,5.99992704,2.56,2.57561450650936
1992-03-19,6.99991488,2.1,2.57561450650936
1992-03-19,7.99990272,2.64,2.57561450650936
1992-03-19,8.99989056,3.39,2.57561450650936
1992-05-05,0,9.34,7.96442582159147
1992-05-05,0.99998784,9.34,7.96442582159147
1992-05-05,1.99997568,9.29,7.96442582159147
1992-05-05,2.99996352,9.28,7.96442582159147
1992-05-05,3.99995136,8.16,7.96442582159147
1992-05-05,4.9999392,7.92,7.96442582159147
1992-05-05,5.99992704,7.8,7.96442582157023
1992-05-05,6.99991488,6.92,7.96442556633532
1992-05-05,7.399910016,7.74,7.96442555014834
1992-05-05,7.99990272,6.87,7.96440320979267
1992-05-05,8.99989056,6.8,7.96346944942794
1992-05-06,0,8.52,8.35266367458989
1992-05-06,0.99998784,8.61,8.35266367458989
1992-05-06,1.99997568,8.52,8.35266367458989
1992-05-06,2.99996352,8.66,8.3526635776861
1992-05-06,3.99995136,8.56,8.35262494271939
1992-05-06,4.9999392,8.52,8.332842426711
1992-05-06,5.99992704,8.59,7.9694628370097
1992-05-06,6.99991488,8.43,7.96004197426102
1992-05-06,7.99990272,8.3,7.95497846727921
1992-05-06,8.99989056,8.13,7.95217540901025
1992-05-06,9.9998784,7.33,7.95129414804031
1992-05-06,10.99986624,7.31,7.95129414804031
1992-05-26,0,14.83,14.7027661872839
1992-05-26,0.99998784,14.82,14.7027661872839
1992-05-26,1.99997568,14.82,14.7027661872839
1992-05-26,2.99996352,14.7,14.7027659369911
1992-05-26,3.99995136,14.67,14.7027243788578
1992-05-26,4.9999392,14.65,14.6944618800628
1992-05-26,6.99991488,13.96,14.5779633681056
1992-05-26,7.99990272,13.86,14.5472895369998
1992-05-27,0,14.07,14.7551477264792
1992-05-27,0.99998784,15.63,14.7551477263182
1992-05-27,1.99997568,14.77,14.7551405143708
1992-05-27,2.99996352,14.2,14.7421291136746
1992-05-27,3.99995136,13.94,14.6162316300695
1992-05-27,4.9999392,13.87,14.5927812555143
1992-05-27,5.99992704,13.81,14.4574511950144
1992-05-27,6.99991488,13.84,14.4486560314576
1992-05-27,7.99990272,13.82,14.4438975967116
1992-05-27,8.99989056,13.46,14.4412759594101
1992-05-27,9.9998784,13.3,14.4404239096601
1992-05-28,0,20,14.9849547274416
1992-05-28,0.99998784,20,14.9849282617825
1992-05-28,1.99997568,20,14.8227860761248
1992-05-28,2.99996352,21,14.6957905312026
1992-05-28,3.99995136,21,14.6063361283539
1992-05-28,4.9999392,21,14.5816380084244
1992-05-28,5.99992704,22,14.5704435309198
1992-05-28,6.99991488,23,14.5639758448255
1992-05-28,7.99990272,23,14.5602411087264
1992-05-29,0,18.5,15.0265404379798
1992-05-29,0.99998784,18,15.0265390391343
1992-05-29,1.99997568,18,15.0210888995575
1992-05-29,2.99996352,18,14.8578071288854
1992-05-29,3.99995136,18,14.8266472426976
1992-05-29,4.9999392,18,14.6544916073079
1992-05-29,5.99992704,17,14.6413560659575
1992-05-29,6.99991488,16.5,14.63406030016
1992-05-29,7.99990272,16.5,14.6298412308891
1992-05-29,8.99989056,16,14.6275322241798
1992-06-16,0,18,18.5809868134871
1992-06-16,0.99998784,17,18.5809868134871
1992-06-16,1.99997568,17,18.5809868134871
1992-06-16,2.99996352,17,18.580986812796
1992-06-16,3.99995136,17,18.5809813793739
1992-06-16,4.9999392,17,18.5806776589524
1992-06-16,5.99992704,17,18.5319378213795
1992-06-16,6.99991488,18,18.4983008951303
1992-06-16,7.99990272,17.5,18.4968300817497
1992-06-16,8.99989056,17,18.4960884683524
1992-06-22,0,17.5,18.1497749937289
1992-06-22,0.99998784,17.5,18.1497747658281
1992-06-22,1.99997568,17.5,18.149738596678
1992-06-22,2.599968384,17.48,18.1369518307645
1992-06-22,2.99996352,17.6,18.0262982440379
1992-06-22,3.799953792,17.63,17.7810135270589
1992-06-22,3.99995136,17.58,17.7714587893009
1992-06-22,4.9999392,17.58,17.7480477825222
1992-06-22,5.99992704,17.57,17.734774185685
1992-06-22,6.599919744,17.48,17.7297503352733
1992-06-22,6.99991488,17.4,17.7274822531368
1992-06-22,7.99990272,17.4,17.7234411067274
1992-06-22,8.99989056,17.4,17.7213554746168
1992-06-22,9.599883264,17.4,17.7205299349335
1992-06-22,9.9998784,17,17.7205263610785
1992-06-23,0,16.8,17.7558814723668
1992-06-23,0.99998784,17.38,17.7558814723668
1992-06-23,1.99997568,17.01,17.755881472286
1992-06-23,2.99996352,16.69,17.755877174791
1992-06-23,3.199961088,17.08,17.7558651984162
1992-06-23,3.49995744,17.14,17.755847233854
1992-06-23,3.899952576,17.11,17.7549310207311
1992-06-23,3.99995136,16.74,17.7537755567125
1992-06-23,4.199948928,16.92,17.7514646286752
1992-06-23,4.9999392,16.72,17.7194187891619
1992-06-23,5.99992704,16.47,17.6926771745419
1992-06-23,6.99991488,16.66,17.6835080355401
1992-06-23,7.899903936,17.16,17.6818754846206
1992-06-23,7.99990272,16.63,17.6817269385805
1992-06-23,8.99989056,16.63,17.6807926136016
1992-06-23,9.9998784,16.62,17.6804243987321
1992-07-06,0,19,17.5258662199622
1992-07-06,0.99998784,18.2,17.5258622808851
1992-07-06,1.99997568,18,17.5256116545203
1992-07-06,2.99996352,17.9,17.2933620447528
1992-07-06,3.99995136,17,17.2576504451096
1992-07-06,4.9999392,16.9,17.2465300639785
1992-07-06,5.99992704,16.8,17.240484684788
1992-07-06,6.99991488,17,17.0911698604227
1992-07-06,7.99990272,17,17.0447135749926
1992-07-06,8.99989056,17,17.0425149372951
1992-07-06,9.9998784,17,17.0416199039154
1992-07-07,0,19.71,17.5402980271199
1992-07-07,0.99998784,19.29,17.5402980270621
1992-07-07,1.99997568,18.86,17.5402975837557
1992-07-07,2.99996352,18.14,17.5402145745757
1992-07-07,3.699955008,17.91,17.4876914299696
1992-07-07,3.99995136,17.45,17.3059482178963
1992-07-07,4.9999392,17.26,17.264463448383
1992-07-07,5.99992704,17.86,17.2558401211147
1992-07-07,6.099925824,17.86,17.2552437884447
1992-07-07,6.99991488,16.67,17.2485525334605
1992-07-07,7.99990272,16.64,17.2446762547348
1992-07-07,8.99989056,16.6,17.2433555522352
1992-07-08,0,19.22,18.0859335585782
1992-07-08,0.99998784,19,18.0859329793666
1992-07-08,1.99997568,18.49,18.0858308831253
1992-07-08,2.99996352,17.7,17.5962261178262
1992-07-08,3.199961088,17.67,17.5875917487546
1992-07-08,3.299959872,17.55,17.5832745642188
1992-07-08,3.99995136,17.03,17.5404385440061
1992-07-08,4.9999392,16.96,17.3952603134713
1992-07-08,5.99992704,16.79,17.381238499182
1992-07-08,6.99991488,16.71,17.3739429230879
1992-07-08,7.899903936,16.66,17.3704016511269
1992-07-08,7.99990272,16.76,17.3700923135876
1992-07-08,8.99989056,16.76,17.3682450811835
1992-07-08,9.399885696,16.74,17.3677701149231
