Date	Source	Source.gear	depth.ft	temp.f
7/20/1992	PCA	PCA	0	69.8
7/20/1992	PCA	PCA	19.6848	67.1
7/20/1992	PCA	PCA	16.404	67.1
7/20/1992	PCA	PCA	13.1232	68
7/20/1992	PCA	PCA	0	68.9
7/20/1992	PCA	PCA	9.8424	68.9
7/20/1992	PCA	PCA	6.5616	68.9
7/20/1992	PCA	PCA	3.2808	68.9
7/20/1992	PCA	PCA	29.5272	66.2
7/20/1992	PCA	PCA	26.2464	66.2
7/20/1992	PCA	PCA	22.9656	67.1
7/20/1992	PCA	PCA	16.404	67.1
7/20/1992	PCA	PCA	13.1232	67.1
7/20/1992	PCA	PCA	6.5616	68.9
7/20/1992	PCA	PCA	3.2808	69.8
7/20/1992	PCA	PCA	0	68
7/20/1992	PCA	PCA	0	67.1
7/20/1992	PCA	PCA	0	68.9
7/20/1992	PCA	PCA	11.15472	66.884
7/20/1992	PCA	PCA	9.8424	67.01
7/20/1992	PCA	PCA	6.5616	67.784
7/20/1992	PCA	PCA	3.2808	68
7/20/1992	PCA	PCA	0	68
7/20/1992	PCA	PCA	11.81088	67.694
7/20/1992	PCA	PCA	9.8424	67.874
7/20/1992	PCA	PCA	6.5616	68.09
7/20/1992	PCA	PCA	3.2808	68.09
7/20/1992	PCA	PCA	0	68.054
7/20/1992	PCA	PCA	11.15472	66.344
7/20/1992	PCA	PCA	9.8424	67.37
7/20/1992	PCA	PCA	6.5616	67.658
7/20/1992	PCA	PCA	3.2808	67.838
7/20/1992	PCA	PCA	0	67.82
7/20/1992	PCA	PCA	9.8424	66.902
7/20/1992	PCA	PCA	6.5616	67.496
7/20/1992	PCA	PCA	3.2808	67.658
7/20/1992	PCA	PCA	0	67.622
7/20/1992	PCA	PCA	17.06016	66.2
7/20/1992	PCA	PCA	16.404	66.2
7/20/1992	PCA	PCA	13.1232	66.452
7/20/1992	PCA	PCA	29.5272	66.038
7/20/1992	PCA	PCA	26.2464	66.074
7/20/1992	PCA	PCA	22.9656	66.11
7/20/1992	PCA	PCA	16.404	66.128
7/20/1992	PCA	PCA	13.1232	66.2
7/20/1992	PCA	PCA	6.5616	66.902
7/20/1992	PCA	PCA	3.2808	67.406
7/20/1992	PCA	PCA	0	67.442
7/20/1992	PCA	PCA	0	66.326
7/20/1992	PCA	PCA	0	66.128
7/20/1992	PCA	PCA	6.5616	67.28
7/20/1992	PCA	PCA	12.46704	66.254
7/20/1992	PCA	PCA	9.8424	66.974
7/20/1992	PCA	PCA	3.2808	67.406
7/20/1992	PCA	PCA	0	67.406
7/20/1992	PCA	PCA	13.1232	66.686
7/20/1992	PCA	PCA	29.19912	66.344
7/20/1992	PCA	PCA	26.2464	66.542
7/20/1992	PCA	PCA	22.9656	66.668
7/20/1992	PCA	PCA	16.404	66.668
7/20/1992	PCA	PCA	6.5616	66.794
7/20/1992	PCA	PCA	3.2808	67.028
7/20/1992	PCA	PCA	0	66.758
7/20/1992	PCA	PCA	0	67.154
7/20/1992	PCA	PCA	0	66.668
7/20/1992	PCA	PCA	19.6848	66.596
7/20/1992	PCA	PCA	16.404	66.668
7/20/1992	PCA	PCA	13.1232	66.722
7/20/1992	PCA	PCA	9.8424	66.758
7/20/1992	PCA	PCA	6.5616	66.812
7/20/1992	PCA	PCA	3.2808	67.244
7/20/1992	PCA	PCA	0	67.316
7/20/1992	PCA	PCA	7.54584	66.812
7/20/1992	PCA	PCA	6.5616	66.812
7/20/1992	PCA	PCA	3.2808	67.226
7/20/1992	PCA	PCA	0	67.442
7/18/1992	PCA	PCA	6.5616	67.82
7/18/1992	PCA	PCA	3.2808	68
7/18/1992	PCA	PCA	9.8424	67.82
7/18/1992	PCA	PCA	19.6848	67.28
7/18/1992	PCA	PCA	16.404	67.28
7/18/1992	PCA	PCA	13.1232	67.46
7/18/1992	PCA	PCA	9.8424	67.64
7/18/1992	PCA	PCA	6.5616	67.64
7/18/1992	PCA	PCA	3.2808	68
7/18/1992	PCA	PCA	3.2808	68
7/18/1992	PCA	PCA	0	67.64
7/18/1992	PCA	PCA	0	67.64
7/18/1992	PCA	PCA	29.5272	65.84
7/18/1992	PCA	PCA	26.2464	66.92
7/18/1992	PCA	PCA	22.9656	67.46
7/18/1992	PCA	PCA	16.404	67.64
7/18/1992	PCA	PCA	13.1232	67.64
7/18/1992	PCA	PCA	6.5616	68
7/8/1992	PCA	PCA	10.82664	63.59
7/8/1992	PCA	PCA	9.8424	63.86
7/8/1992	PCA	PCA	6.5616	65.282
7/8/1992	PCA	PCA	3.2808	66.2
7/8/1992	PCA	PCA	0	66.596
7/8/1992	PCA	PCA	10.49856	63.806
7/8/1992	PCA	PCA	9.8424	63.86
7/8/1992	PCA	PCA	6.5616	63.95
7/8/1992	PCA	PCA	3.2808	64.022
7/8/1992	PCA	PCA	0	64.076
7/8/1992	PCA	PCA	13.1232	62.654
7/8/1992	PCA	PCA	9.8424	63.05
7/8/1992	PCA	PCA	6.5616	63.446
7/8/1992	PCA	PCA	3.2808	64.472
7/8/1992	PCA	PCA	0	64.958
7/8/1992	PCA	PCA	6.5616	64.616
7/8/1992	PCA	PCA	3.2808	65.516
7/8/1992	PCA	PCA	0	65.642
7/8/1992	PCA	PCA	25.91832	61.988
7/8/1992	PCA	PCA	22.9656	62.078
7/8/1992	PCA	PCA	19.6848	62.222
7/8/1992	PCA	PCA	16.404	62.528
7/8/1992	PCA	PCA	13.1232	63.05
7/8/1992	PCA	PCA	9.8424	64.112
7/8/1992	PCA	PCA	30.83952	62.132
7/8/1992	PCA	PCA	29.5272	62.168
7/8/1992	PCA	PCA	26.2464	62.168
7/8/1992	PCA	PCA	22.9656	62.222
7/8/1992	PCA	PCA	19.6848	62.528
7/8/1992	PCA	PCA	13.1232	63.896
7/8/1992	PCA	PCA	16.404	63.194
7/8/1992	PCA	PCA	6.5616	66.11
7/8/1992	PCA	PCA	3.2808	66.452
7/8/1992	PCA	PCA	0	65.822
7/8/1992	PCA	PCA	0	67.154
7/7/1992	PCA	PCA	9.8424	64.652
7/7/1992	PCA	PCA	6.5616	65.948
7/7/1992	PCA	PCA	12.13896	64.238
7/7/1992	PCA	PCA	3.2808	66.722
7/7/1992	PCA	PCA	0	67.478
7/7/1992	PCA	PCA	29.5272	61.88
7/7/1992	PCA	PCA	26.2464	61.952
7/7/1992	PCA	PCA	22.9656	62.006
7/7/1992	PCA	PCA	6.5616	63.95
7/7/1992	PCA	PCA	16.404	63.068
7/7/1992	PCA	PCA	13.1232	63.41
7/7/1992	PCA	PCA	3.2808	64.634
7/7/1992	PCA	PCA	0	62.258
7/7/1992	PCA	PCA	0	63.536
7/7/1992	PCA	PCA	0	64.868
7/7/1992	PCA	PCA	20.01288	64.148
7/7/1992	PCA	PCA	19.6848	64.148
7/7/1992	PCA	PCA	16.404	64.166
7/7/1992	PCA	PCA	13.1232	64.238
7/7/1992	PCA	PCA	9.8424	64.4
7/7/1992	PCA	PCA	6.5616	64.778
7/7/1992	PCA	PCA	3.2808	65.336
7/7/1992	PCA	PCA	0	65.606
7/7/1992	PCA	PCA	12.13896	64.238
7/7/1992	PCA	PCA	9.8424	64.256
7/7/1992	PCA	PCA	6.5616	66.182
7/7/1992	PCA	PCA	3.2808	65.084
7/7/1992	PCA	PCA	0	65.336
7/6/1992	PCA	PCA	9.8424	64.22
7/6/1992	PCA	PCA	6.5616	64.4
7/6/1992	PCA	PCA	3.2808	64.76
7/6/1992	PCA	PCA	19.6848	62.24
7/6/1992	PCA	PCA	16.404	62.42
7/6/1992	PCA	PCA	13.1232	62.6
7/6/1992	PCA	PCA	9.8424	62.96
7/6/1992	PCA	PCA	6.5616	63.5
7/6/1992	PCA	PCA	3.2808	64.04
7/6/1992	PCA	PCA	9.8424	64.4
7/6/1992	PCA	PCA	6.5616	65.3
7/6/1992	PCA	PCA	3.2808	65.3
7/6/1992	PCA	PCA	0	66.2
7/6/1992	PCA	PCA	19.6848	63.5
7/6/1992	PCA	PCA	16.404	64.4
7/6/1992	PCA	PCA	13.1232	64.4
7/6/1992	PCA	PCA	9.8424	64.4
7/6/1992	PCA	PCA	6.5616	64.4
7/6/1992	PCA	PCA	3.2808	64.4
7/6/1992	PCA	PCA	0	65.3
7/6/1992	PCA	PCA	32.808	62.6
7/6/1992	PCA	PCA	29.5272	62.6
7/6/1992	PCA	PCA	26.2464	62.6
7/6/1992	PCA	PCA	22.9656	62.6
7/6/1992	PCA	PCA	16.404	62.6
7/6/1992	PCA	PCA	13.1232	64.4
7/6/1992	PCA	PCA	6.5616	64.4
7/6/1992	PCA	PCA	3.2808	64.4
7/6/1992	PCA	PCA	0	64.4
7/6/1992	PCA	PCA	0	64.4
7/6/1992	PCA	PCA	0	62.6
6/23/1992	PCA	PCA	32.808	61.916
6/23/1992	PCA	PCA	29.5272	61.934
6/23/1992	PCA	PCA	26.2464	61.934
6/23/1992	PCA	PCA	22.9656	61.988
6/23/1992	PCA	PCA	16.404	62.096
6/23/1992	PCA	PCA	13.1232	62.132
6/23/1992	PCA	PCA	6.5616	62.618
6/23/1992	PCA	PCA	3.2808	63.284
6/23/1992	PCA	PCA	0	62.24
6/23/1992	PCA	PCA	0	64.562
6/23/1992	PCA	PCA	0	62.042
6/23/1992	PCA	PCA	19.6848	61.646
6/23/1992	PCA	PCA	16.404	61.682
6/23/1992	PCA	PCA	13.1232	61.862
6/23/1992	PCA	PCA	9.8424	62.042
6/23/1992	PCA	PCA	6.5616	62.528
6/23/1992	PCA	PCA	3.2808	63.446
6/23/1992	PCA	PCA	0	65.948
6/23/1992	PCA	PCA	9.8424	62.852
6/23/1992	PCA	PCA	10.49856	62.744
6/23/1992	PCA	PCA	6.5616	62.978
6/23/1992	PCA	PCA	3.2808	63.32
6/23/1992	PCA	PCA	0	63.626
6/23/1992	PCA	PCA	13.77936	62.456
6/23/1992	PCA	PCA	13.1232	62.528
6/23/1992	PCA	PCA	9.8424	62.6
6/23/1992	PCA	PCA	6.5616	62.708
6/23/1992	PCA	PCA	3.2808	63.194
6/23/1992	PCA	PCA	0	63.464
6/23/1992	PCA	PCA	11.4828	62.852
6/23/1992	PCA	PCA	9.8424	63.248
6/23/1992	PCA	PCA	6.5616	63.554
6/23/1992	PCA	PCA	3.2808	63.626
6/23/1992	PCA	PCA	0	63.626
6/23/1992	PCA	PCA	0	63.464
6/23/1992	PCA	PCA	12.79512	62.798
6/23/1992	PCA	PCA	9.8424	62.942
6/23/1992	PCA	PCA	6.5616	63.014
6/23/1992	PCA	PCA	3.2808	63.446
6/23/1992	PCA	PCA	25.91832	62.888
6/23/1992	PCA	PCA	22.9656	62.924
6/23/1992	PCA	PCA	19.6848	62.924
6/23/1992	PCA	PCA	16.404	62.942
6/23/1992	PCA	PCA	13.1232	62.942
6/23/1992	PCA	PCA	6.5616	63.068
6/23/1992	PCA	PCA	3.2808	63.32
6/23/1992	PCA	PCA	0	63.554
6/23/1992	PCA	PCA	9.8424	62.978
6/23/1992	PCA	PCA	29.5272	62.852
6/23/1992	PCA	PCA	26.2464	62.888
6/23/1992	PCA	PCA	22.9656	62.906
6/23/1992	PCA	PCA	16.404	62.924
6/23/1992	PCA	PCA	13.1232	62.942
6/23/1992	PCA	PCA	6.5616	62.978
6/23/1992	PCA	PCA	3.2808	63.05
6/23/1992	PCA	PCA	0	62.924
6/23/1992	PCA	PCA	0	62.978
6/23/1992	PCA	PCA	0	63.104
6/22/1992	PCA	PCA	8.53008	63.464
6/22/1992	PCA	PCA	6.5616	63.5
6/22/1992	PCA	PCA	3.2808	63.5
6/22/1992	PCA	PCA	0	63.5
6/22/1992	PCA	PCA	21.65328	63.464
6/22/1992	PCA	PCA	19.6848	63.626
6/22/1992	PCA	PCA	16.404	63.644
6/22/1992	PCA	PCA	13.1232	63.644
6/22/1992	PCA	PCA	9.8424	63.68
6/22/1992	PCA	PCA	6.5616	63.68
6/22/1992	PCA	PCA	3.2808	63.68
6/22/1992	PCA	PCA	0	63.68
6/22/1992	PCA	PCA	9.8424	62.6
6/22/1992	PCA	PCA	6.5616	62.6
6/22/1992	PCA	PCA	3.2808	62.6
6/22/1992	PCA	PCA	0	62.6
6/22/1992	PCA	PCA	31.49568	63.32
6/22/1992	PCA	PCA	29.5272	63.32
6/22/1992	PCA	PCA	26.2464	63.32
6/22/1992	PCA	PCA	22.9656	63.32
6/22/1992	PCA	PCA	16.404	63.32
6/22/1992	PCA	PCA	13.1232	63.32
6/22/1992	PCA	PCA	6.5616	63.32
6/22/1992	PCA	PCA	3.2808	63.32
6/22/1992	PCA	PCA	0	63.32
6/22/1992	PCA	PCA	0	63.284
6/22/1992	PCA	PCA	0	63.32
6/22/1992	PCA	PCA	32.808	62.6
6/22/1992	PCA	PCA	29.5272	62.6
6/22/1992	PCA	PCA	26.2464	62.6
6/22/1992	PCA	PCA	22.9656	62.6
6/22/1992	PCA	PCA	16.404	62.6
6/22/1992	PCA	PCA	13.1232	62.6
6/22/1992	PCA	PCA	6.5616	62.6
6/22/1992	PCA	PCA	3.2808	62.6
6/22/1992	PCA	PCA	0	62.6
6/22/1992	PCA	PCA	0	62.6
6/22/1992	PCA	PCA	0	62.6
6/22/1992	PCA	PCA	12.46704	63.734
6/22/1992	PCA	PCA	9.8424	63.734
6/22/1992	PCA	PCA	6.5616	63.716
6/22/1992	PCA	PCA	3.2808	63.716
6/22/1992	PCA	PCA	0	63.716
6/22/1992	PCA	PCA	19.6848	62.6
6/22/1992	PCA	PCA	16.404	62.6
6/22/1992	PCA	PCA	13.1232	62.6
6/22/1992	PCA	PCA	9.8424	62.6
6/22/1992	PCA	PCA	6.5616	62.6
6/22/1992	PCA	PCA	3.2808	62.6
6/22/1992	PCA	PCA	0	62.6
6/16/1992	PCA	PCA	6.5616	62.6
6/16/1992	PCA	PCA	3.2808	62.6
6/16/1992	PCA	PCA	9.8424	62.6
6/16/1992	PCA	PCA	19.6848	62.6
6/16/1992	PCA	PCA	16.404	62.6
6/16/1992	PCA	PCA	13.1232	62.6
6/16/1992	PCA	PCA	9.8424	62.6
6/16/1992	PCA	PCA	6.5616	62.6
6/16/1992	PCA	PCA	3.2808	62.6
6/16/1992	PCA	PCA	0	64.4
6/16/1992	PCA	PCA	29.5272	62.6
6/16/1992	PCA	PCA	26.2464	63.5
6/16/1992	PCA	PCA	22.9656	64.4
6/16/1992	PCA	PCA	16.404	64.4
6/16/1992	PCA	PCA	13.1232	64.4
6/16/1992	PCA	PCA	6.5616	64.4
6/16/1992	PCA	PCA	3.2808	64.4
6/16/1992	PCA	PCA	0	64.4
5/29/1992	PCA	PCA	29.5272	60.8
5/29/1992	PCA	PCA	26.2464	61.7
5/29/1992	PCA	PCA	22.9656	61.7
5/29/1992	PCA	PCA	19.6848	62.6
5/29/1992	PCA	PCA	16.404	64.4
5/29/1992	PCA	PCA	13.1232	64.4
5/29/1992	PCA	PCA	9.8424	64.4
5/29/1992	PCA	PCA	6.5616	64.4
5/29/1992	PCA	PCA	3.2808	64.4
5/29/1992	PCA	PCA	0	65.3
5/28/1992	PCA	PCA	26.2464	73.4
5/28/1992	PCA	PCA	22.9656	73.4
5/28/1992	PCA	PCA	19.6848	71.6
5/28/1992	PCA	PCA	16.404	69.8
5/28/1992	PCA	PCA	13.1232	69.8
5/28/1992	PCA	PCA	9.8424	69.8
5/28/1992	PCA	PCA	6.5616	68
5/28/1992	PCA	PCA	3.2808	68
5/28/1992	PCA	PCA	0	68
5/28/1992	PCA	PCA	9.8424	64.4
5/28/1992	PCA	PCA	13.1232	64.4
5/28/1992	PCA	PCA	6.5616	66.2
5/28/1992	PCA	PCA	3.2808	67.1
5/28/1992	PCA	PCA	0	68
5/28/1992	PCA	PCA	13.1232	64.4
5/28/1992	PCA	PCA	9.8424	64.4
5/28/1992	PCA	PCA	6.5616	66.2
5/28/1992	PCA	PCA	3.2808	66.2
5/28/1992	PCA	PCA	0	68
5/27/1992	PCA	PCA	32.808	55.94
5/27/1992	PCA	PCA	29.5272	56.228
5/27/1992	PCA	PCA	26.2464	56.876
5/27/1992	PCA	PCA	22.9656	56.912
5/27/1992	PCA	PCA	16.404	56.966
5/27/1992	PCA	PCA	13.1232	57.092
5/27/1992	PCA	PCA	6.5616	58.586
5/27/1992	PCA	PCA	3.2808	60.134
5/27/1992	PCA	PCA	0	57.326
5/27/1992	PCA	PCA	0	56.948
5/27/1992	PCA	PCA	0	60.314
5/27/1992	PCA	PCA	0	60.17
5/27/1992	PCA	PCA	13.1232	57.29
5/27/1992	PCA	PCA	9.8424	57.56
5/27/1992	PCA	PCA	6.5616	58.82
5/27/1992	PCA	PCA	3.2808	60.116
5/27/1992	PCA	PCA	19.6848	56.858
5/27/1992	PCA	PCA	16.404	57.02
5/27/1992	PCA	PCA	6.5616	58.316
5/27/1992	PCA	PCA	3.2808	59.9
5/27/1992	PCA	PCA	0	59.9
5/27/1992	PCA	PCA	6.5616	60.08
5/27/1992	PCA	PCA	3.2808	60.584
5/27/1992	PCA	PCA	0	60.8
5/27/1992	PCA	PCA	19.6848	56.696
5/27/1992	PCA	PCA	16.404	57.002
5/27/1992	PCA	PCA	13.1232	57.362
5/27/1992	PCA	PCA	9.8424	57.65
5/27/1992	PCA	PCA	6.5616	58.856
5/27/1992	PCA	PCA	0	60.656
5/27/1992	PCA	PCA	3.2808	59.36
5/27/1992	PCA	PCA	0	62.726
5/27/1992	PCA	PCA	0	57.038
5/27/1992	PCA	PCA	0	57.452
5/27/1992	PCA	PCA	29.5272	56.822
5/27/1992	PCA	PCA	26.2464	56.966
5/27/1992	PCA	PCA	22.9656	57.002
5/27/1992	PCA	PCA	16.404	57.128
5/27/1992	PCA	PCA	13.1232	57.272
5/27/1992	PCA	PCA	6.5616	57.776
5/27/1992	PCA	PCA	3.2808	58.514
5/27/1992	PCA	PCA	9.8424	55.904
5/27/1992	PCA	PCA	6.5616	56.102
5/27/1992	PCA	PCA	3.2808	56.606
5/27/1992	PCA	PCA	0	57.47
5/27/1992	PCA	PCA	22.9656	55.85
5/27/1992	PCA	PCA	13.1232	56.084
5/27/1992	PCA	PCA	19.6848	55.958
5/27/1992	PCA	PCA	16.404	56.012
5/27/1992	PCA	PCA	9.8424	56.138
5/27/1992	PCA	PCA	6.5616	56.372
5/27/1992	PCA	PCA	3.2808	57.506
5/27/1992	PCA	PCA	0	57.722
5/27/1992	PCA	PCA	29.5272	56.228
5/27/1992	PCA	PCA	26.2464	56.282
5/27/1992	PCA	PCA	22.9656	56.444
5/27/1992	PCA	PCA	16.404	56.858
5/27/1992	PCA	PCA	13.1232	56.912
5/27/1992	PCA	PCA	6.5616	57.128
5/27/1992	PCA	PCA	3.2808	57.542
5/27/1992	PCA	PCA	0	57.002
5/27/1992	PCA	PCA	0	58.694
5/27/1992	PCA	PCA	0	56.822
5/26/1992	PCA	PCA	6.5616	58.676
5/26/1992	PCA	PCA	3.2808	58.676
5/26/1992	PCA	PCA	0	58.694
5/26/1992	PCA	PCA	9.8424	58.46
5/26/1992	PCA	PCA	16.404	58.37
5/26/1992	PCA	PCA	13.1232	58.406
5/26/1992	PCA	PCA	6.5616	58.496
5/26/1992	PCA	PCA	3.2808	57.56
5/26/1992	PCA	PCA	0	58.514
5/26/1992	PCA	PCA	16.404	57.236
5/26/1992	PCA	PCA	13.1232	57.452
5/26/1992	PCA	PCA	26.2464	56.948
5/26/1992	PCA	PCA	22.9656	57.128
5/26/1992	PCA	PCA	6.5616	58.082
5/26/1992	PCA	PCA	3.2808	58.316
5/26/1992	PCA	PCA	0	57.182
5/26/1992	PCA	PCA	0	57.506
5/26/1992	PCA	PCA	0	58.334
5/6/1992	PCA	PCA	29.5272	46.634
5/6/1992	PCA	PCA	26.2464	46.94
5/6/1992	PCA	PCA	22.9656	47.174
5/6/1992	PCA	PCA	16.404	47.336
5/6/1992	PCA	PCA	13.1232	47.408
5/6/1992	PCA	PCA	6.5616	47.336
5/6/1992	PCA	PCA	3.2808	47.498
5/6/1992	PCA	PCA	0	47.336
5/6/1992	PCA	PCA	0	47.228
5/6/1992	PCA	PCA	0	47.516
5/6/1992	PCA	PCA	19.6848	47.462
5/6/1992	PCA	PCA	6.5616	47.588
5/6/1992	PCA	PCA	3.2808	47.642
5/6/1992	PCA	PCA	0	47.696
5/6/1992	PCA	PCA	16.404	47.516
5/6/1992	PCA	PCA	13.1232	47.588
5/6/1992	PCA	PCA	9.8424	47.588
5/6/1992	PCA	PCA	9.8424	47.228
5/6/1992	PCA	PCA	6.5616	47.372
5/6/1992	PCA	PCA	3.2808	47.426
5/6/1992	PCA	PCA	0	47.516
5/6/1992	PCA	PCA	9.8424	47.318
5/6/1992	PCA	PCA	6.5616	47.318
5/6/1992	PCA	PCA	3.2808	47.552
5/6/1992	PCA	PCA	0	47.552
5/6/1992	PCA	PCA	16.404	47.012
5/6/1992	PCA	PCA	13.1232	47.048
5/6/1992	PCA	PCA	9.8424	47.048
5/6/1992	PCA	PCA	6.5616	47.048
5/6/1992	PCA	PCA	3.2808	47.102
5/6/1992	PCA	PCA	0	47.084
5/6/1992	PCA	PCA	36.0888	45.158
5/6/1992	PCA	PCA	32.808	45.194
5/6/1992	PCA	PCA	29.5272	45.194
5/6/1992	PCA	PCA	26.2464	45.284
5/6/1992	PCA	PCA	22.9656	45.248
5/6/1992	PCA	PCA	16.404	45.284
5/6/1992	PCA	PCA	13.1232	45.32
5/6/1992	PCA	PCA	6.5616	45.374
5/6/1992	PCA	PCA	3.2808	45.374
5/6/1992	PCA	PCA	0	45.392
5/6/1992	PCA	PCA	0	45.284
5/6/1992	PCA	PCA	0	45.392
5/5/1992	PCA	PCA	9.8424	48.704
5/5/1992	PCA	PCA	6.5616	48.722
5/5/1992	PCA	PCA	3.2808	48.812
5/5/1992	PCA	PCA	0	48.812
5/5/1992	PCA	PCA	24.27792	45.932
5/5/1992	PCA	PCA	19.6848	46.04
5/5/1992	PCA	PCA	16.404	46.256
5/5/1992	PCA	PCA	13.1232	46.688
5/5/1992	PCA	PCA	9.8424	47.228
5/5/1992	PCA	PCA	6.5616	47.822
5/5/1992	PCA	PCA	0	48.38
5/5/1992	PCA	PCA	3.2808	48.254
5/5/1992	PCA	PCA	29.5272	44.24
5/5/1992	PCA	PCA	26.2464	44.366
5/5/1992	PCA	PCA	22.9656	44.456
5/5/1992	PCA	PCA	16.404	45.014
5/5/1992	PCA	PCA	13.1232	45.608
5/5/1992	PCA	PCA	6.5616	45.896
5/5/1992	PCA	PCA	3.2808	46.454
5/5/1992	PCA	PCA	0	44.744
5/5/1992	PCA	PCA	0	45.626
5/5/1992	PCA	PCA	0	47.498
5/5/1992	PCA	PCA	3.2808	45.626
5/5/1992	PCA	PCA	0	45.698
5/5/1992	PCA	PCA	13.1232	44.834
5/5/1992	PCA	PCA	9.8424	45.302
5/5/1992	PCA	PCA	6.5616	45.302
5/5/1992	PCA	PCA	3.2808	45.338
5/5/1992	PCA	PCA	0	45.374
5/5/1992	PCA	PCA	22.9656	44.312
5/5/1992	PCA	PCA	16.404	44.366
5/5/1992	PCA	PCA	13.1232	44.366
5/5/1992	PCA	PCA	6.5616	44.69
5/5/1992	PCA	PCA	3.2808	45.248
5/5/1992	PCA	PCA	0	44.366
5/5/1992	PCA	PCA	0	44.474
5/5/1992	PCA	PCA	0	45.68
5/5/1992	PCA	PCA	29.5272	44.294
5/5/1992	PCA	PCA	26.2464	44.294
3/19/1992	PCA	PCA	9.8424	35.834
3/19/1992	PCA	PCA	13.1232	36.032
3/19/1992	PCA	PCA	6.5616	35.708
3/19/1992	PCA	PCA	3.2808	35.06
3/19/1992	PCA	PCA	0	33.926
3/19/1992	PCA	PCA	19.6848	36.608
3/19/1992	PCA	PCA	16.404	36.032
3/19/1992	PCA	PCA	13.1232	35.672
3/19/1992	PCA	PCA	9.8424	35.546
3/19/1992	PCA	PCA	6.5616	35.276
3/19/1992	PCA	PCA	3.2808	34.268
3/19/1992	PCA	PCA	0	33.26
3/19/1992	PCA	PCA	16.404	35.348
3/19/1992	PCA	PCA	13.1232	35.312
3/19/1992	PCA	PCA	6.5616	35.114
3/19/1992	PCA	PCA	3.2808	34.358
3/19/1992	PCA	PCA	0	35.15
3/19/1992	PCA	PCA	0	33.764
3/19/1992	PCA	PCA	0	35.402
3/19/1992	PCA	PCA	29.5272	38.102
3/19/1992	PCA	PCA	26.2464	36.752
3/19/1992	PCA	PCA	22.9656	35.78
3/18/1992	PCA	PCA	32.808	40.118
3/18/1992	PCA	PCA	6.5616	35.114
3/18/1992	PCA	PCA	3.2808	34.934
3/18/1992	PCA	PCA	29.5272	39.578
3/18/1992	PCA	PCA	26.2464	37.58
3/18/1992	PCA	PCA	22.9656	36.374
3/18/1992	PCA	PCA	16.404	35.06
3/18/1992	PCA	PCA	13.1232	35.06
3/18/1992	PCA	PCA	0	35.06
3/18/1992	PCA	PCA	0	33.278
3/18/1992	PCA	PCA	0	35.222
3/18/1992	PCA	PCA	19.6848	36.608
3/18/1992	PCA	PCA	16.404	35.708
3/18/1992	PCA	PCA	13.1232	35.006
3/18/1992	PCA	PCA	9.8424	35.006
3/18/1992	PCA	PCA	6.5616	34.97
3/18/1992	PCA	PCA	3.2808	34.448
3/18/1992	PCA	PCA	0	33.566
3/18/1992	PCA	PCA	9.8424	35.798
3/18/1992	PCA	PCA	6.5616	35.042
3/18/1992	PCA	PCA	3.2808	33.53
3/18/1992	PCA	PCA	0	33.188
3/18/1992	PCA	PCA	29.5272	39.308
3/18/1992	PCA	PCA	26.2464	38.282
3/18/1992	PCA	PCA	22.9656	37.004
3/18/1992	PCA	PCA	16.404	35.24
3/18/1992	PCA	PCA	13.1232	35.132
3/18/1992	PCA	PCA	6.5616	35.06
3/18/1992	PCA	PCA	3.2808	34.538
3/18/1992	PCA	PCA	0	35.132
3/18/1992	PCA	PCA	0	33.368
3/18/1992	PCA	PCA	0	35.582
3/18/1992	PCA	PCA	19.6848	36.464
3/18/1992	PCA	PCA	16.404	35.492
3/18/1992	PCA	PCA	13.1232	35.15
3/18/1992	PCA	PCA	9.8424	35.15
3/18/1992	PCA	PCA	6.5616	35.132
3/18/1992	PCA	PCA	3.2808	34.7
3/18/1992	PCA	PCA	0	33.62
3/18/1992	PCA	PCA	9.8424	35.33
3/18/1992	PCA	PCA	6.5616	34.97
3/18/1992	PCA	PCA	3.2808	33.134
3/18/1992	PCA	PCA	0	33.35
3/17/1992	PCA	PCA	29.5272	39.524
3/17/1992	PCA	PCA	26.2464	38.03
3/17/1992	PCA	PCA	22.9656	36.428
3/17/1992	PCA	PCA	16.404	35.06
3/17/1992	PCA	PCA	13.1232	34.97
3/17/1992	PCA	PCA	6.5616	34.97
3/17/1992	PCA	PCA	3.2808	34.754
3/17/1992	PCA	PCA	0	35.492
3/17/1992	PCA	PCA	0	34.97
3/17/1992	PCA	PCA	0	33.062
3/17/1992	PCA	PCA	16.404	35.708
3/17/1992	PCA	PCA	13.1232	35.456
3/17/1992	PCA	PCA	9.8424	35.33
3/17/1992	PCA	PCA	6.5616	35.168
3/17/1992	PCA	PCA	3.2808	34.268
3/17/1992	PCA	PCA	0	33.098
3/17/1992	PCA	PCA	3.2808	34.052
3/17/1992	PCA	PCA	0	33.188
2/26/1992	PCA	PCA	9.8424	33.8
2/26/1992	PCA	PCA	6.5616	33.35
2/26/1992	PCA	PCA	3.2808	32.9
2/26/1992	PCA	PCA	0	32
2/26/1992	PCA	PCA	0	33.8
2/26/1992	PCA	PCA	6.5616	33.35
2/26/1992	PCA	PCA	3.2808	32.9
2/26/1992	PCA	PCA	16.404	35.15
2/26/1992	PCA	PCA	13.1232	33.8
2/26/1992	PCA	PCA	9.8424	33.8
2/26/1992	PCA	PCA	26.2464	36.05
2/26/1992	PCA	PCA	29.5272	37.4
